loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,title,zip_code,addr_state,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,loan_status
20000,20000,20000.0,0,13.59,679.58,2,11,11473,1,1,120000.0,1,20,0,2,3,785,4,0,285,1.0,6,1
18000,18000,18000.0,0,9.8,579.13,1,7,14672,11,3,80500.0,1,5,0,2,3,674,42,1,575,0.0,13,1
4200,4200,4200.0,0,9.49,134.52,1,6,14672,11,3,40000.0,0,18,0,2,3,91,33,0,140,0.0,2,1
10000,10000,9750.0,0,11.99,332.1,1,9,2672,3,1,40000.0,1,20,0,8,10,402,34,0,585,1.0,7,0
8400,8400,8400.0,0,8.99,267.08,1,5,11636,1,1,120000.0,1,2,0,2,3,758,32,0,482,1.0,11,0
27000,27000,27000.0,1,15.99,656.45,2,14,12362,3,4,63000.0,0,14,0,2,3,841,46,0,374,0.0,2,1
8500,8500,8500.0,0,8.39,267.9,1,5,5362,0,3,40000.0,1,13,0,1,2,38,20,0,539,3.0,14,0
1150,1150,1150.0,0,30.17,48.93,5,27,14672,11,4,34000.0,2,3,0,6,8,653,42,0,34,1.0,5,0
35000,35000,35000.0,1,15.99,850.95,2,14,11135,1,1,126000.0,0,17,0,3,6,552,23,0,130,2.0,25,0
8150,8150,8150.0,0,19.99,302.85,3,18,14545,1,1,24000.0,2,9,1,2,3,294,9,0,181,1.0,8,0
1400,1400,1400.0,0,14.99,48.53,2,13,7987,2,3,46000.0,2,4,0,1,2,672,42,0,291,0.0,12,1
5000,5000,5000.0,0,7.99,156.66,0,4,11928,1,1,99000.0,1,8,0,3,6,808,4,0,224,0.0,9,1
12000,12000,12000.0,0,13.49,407.17,2,11,4593,1,1,54380.0,2,4,0,2,3,267,10,2,440,1.0,8,0
19800,19800,19800.0,1,24.11,570.88,5,26,8808,1,4,75000.0,1,5,0,2,3,181,19,0,89,0.0,16,0
15600,15600,15600.0,1,12.99,354.87,2,11,7648,7,4,42000.0,1,0,0,2,3,211,44,1,429,0.0,10,0
10850,10850,10850.0,1,19.99,287.4,4,20,9962,6,1,50000.0,2,0,0,2,3,471,22,0,286,2.0,10,1
14000,14000,14000.0,0,10.42,454.51,1,7,4227,1,1,68000.0,1,3,0,3,6,18,38,1,376,2.0,21,0
13000,13000,13000.0,0,5.32,391.5,0,0,14672,11,1,75000.0,0,1,0,2,3,269,10,0,219,0.0,8,1
25200,25200,25200.0,0,14.46,866.92,2,13,2784,1,1,70000.0,2,11,0,2,3,532,13,0,130,1.0,15,0
21000,21000,21000.0,0,10.75,685.03,1,8,8942,1,1,102000.0,0,13,0,2,3,775,4,0,584,2.0,13,1
7200,7200,7200.0,0,8.39,226.92,1,5,14672,1,1,70000.0,0,13,0,1,2,391,34,0,134,0.0,15,1
20000,20000,20000.0,0,14.46,688.03,2,13,10921,6,1,75000.0,0,13,0,2,3,93,33,2,31,0.0,12,1
8400,8400,8400.0,0,8.24,264.16,1,5,890,1,4,80000.0,0,1,0,2,3,769,4,5,334,1.0,13,0
5000,5000,5000.0,0,16.02,175.84,2,14,8771,1,1,39000.0,1,3,0,2,3,577,15,0,42,0.0,6,1
8000,8000,8000.0,0,7.39,248.45,0,3,11881,1,4,69000.0,0,13,0,2,12,758,32,0,379,0.0,6,0
40000,40000,40000.0,1,12.99,909.92,2,11,7920,1,1,90000.0,2,0,0,2,12,296,9,0,384,0.0,7,1
3500,3500,3500.0,0,9.49,112.1,1,6,422,1,1,70000.0,1,19,0,2,12,339,41,0,533,1.0,5,1
7000,7000,7000.0,0,10.49,227.49,1,7,4996,1,4,70000.0,0,19,0,1,2,91,33,0,242,0.0,4,0
10500,10500,10500.0,0,5.32,316.21,0,0,7648,8,1,46000.0,2,16,0,3,6,59,30,0,38,0.0,4,1
8000,8000,8000.0,0,17.27,286.3,3,16,8001,9,1,71000.0,1,5,0,1,2,171,37,0,175,1.0,9,1
23000,23000,23000.0,1,21.18,624.56,4,22,11362,1,4,89000.0,1,5,0,2,12,790,4,1,86,0.0,11,1
12800,12800,12800.0,0,11.99,425.09,2,10,2983,1,4,126392.0,2,0,0,1,2,779,4,0,177,2.0,9,1
24000,24000,24000.0,1,9.16,500.07,1,6,8708,9,1,61000.0,2,15,0,2,3,840,46,0,286,0.0,14,0
12000,12000,12000.0,0,10.49,389.98,1,7,8554,3,4,130000.0,0,11,0,5,7,55,6,0,247,0.0,11,0
16000,16000,16000.0,0,7.49,497.63,0,3,2364,1,1,150000.0,0,1,0,1,2,360,16,0,478,2.0,21,0
20000,20000,19725.0,0,7.39,621.12,0,3,13657,1,1,82000.0,0,0,0,2,3,180,19,4,284,0.0,11,0
6000,6000,6000.0,0,6.97,185.19,0,2,752,1,4,40000.0,0,5,0,2,3,769,4,0,441,0.0,7,0
35000,35000,35000.0,1,16.02,851.51,2,14,7891,1,1,339180.0,1,3,0,2,3,635,35,0,29,1.0,14,0
24000,24000,24000.0,1,10.75,518.84,1,8,6203,1,1,80000.0,0,13,0,2,3,102,33,0,488,0.0,21,0
20000,20000,20000.0,0,5.32,602.3,0,0,8590,1,1,84000.0,1,1,0,2,3,679,42,0,79,1.0,7,0
22500,22500,22500.0,1,24.99,660.28,4,23,4894,1,1,45000.0,1,9,0,2,3,310,9,1,92,0.0,9,0
10000,10000,10000.0,0,11.44,329.48,1,8,14086,1,1,50000.0,0,6,0,2,3,572,15,0,497,1.0,8,0
24075,24075,24000.0,0,19.53,888.96,3,19,8319,4,1,133000.0,0,13,0,4,5,490,40,0,186,0.0,13,0
25000,25000,25000.0,0,17.99,903.69,3,16,7891,1,1,72500.0,0,2,0,2,3,51,6,0,241,1.0,5,0
25000,25000,25000.0,0,6.99,771.82,0,1,8793,0,1,104000.0,1,9,0,1,2,736,3,0,91,0.0,15,1
21600,21600,21600.0,0,8.24,679.26,1,5,6766,1,1,120000.0,1,6,0,1,2,298,9,0,582,0.0,18,1
35000,35000,35000.0,1,9.44,734.04,1,5,14672,11,1,0.0,0,10,0,3,6,308,9,0,240,0.0,18,0
30000,30000,30000.0,1,11.44,658.88,1,8,7591,2,1,88000.0,2,6,0,1,2,826,36,0,536,0.0,19,0
13000,13000,13000.0,1,14.99,309.21,2,13,1757,1,1,65000.0,0,4,0,1,2,359,16,2,321,0.0,9,1
4000,4000,4000.0,0,14.99,138.65,2,13,8928,1,1,80000.0,1,14,0,2,3,835,46,0,532,1.0,11,1
11500,11500,11500.0,0,13.59,390.76,2,11,4214,10,1,60000.0,1,10,0,2,3,674,42,1,330,0.0,15,1
10000,10000,10000.0,0,17.99,361.48,3,16,2535,1,1,66000.0,1,18,0,1,2,290,9,0,135,0.0,18,0
15000,15000,15000.0,0,17.09,535.47,3,15,2669,1,1,68000.0,2,20,0,3,6,186,19,0,226,2.0,20,1
14000,14000,14000.0,0,6.99,432.22,0,1,860,3,1,200000.0,1,14,0,11,11,196,44,0,125,1.0,12,1
5000,5000,5000.0,0,7.89,156.43,0,4,4894,1,4,54000.0,0,0,0,3,6,313,1,0,292,0.0,14,1
10000,10000,10000.0,0,11.47,329.62,1,9,8109,1,4,83000.0,0,5,0,2,3,61,30,0,323,0.0,16,1
30000,30000,29725.0,0,21.45,1137.2,3,19,6766,1,3,100000.0,2,20,0,2,3,785,4,0,36,3.0,11,0
6400,6400,6400.0,0,18.99,234.57,3,17,12746,0,1,28000.0,1,14,0,8,10,471,22,1,441,1.0,17,0
8000,8000,8000.0,0,7.39,248.45,0,3,7294,3,4,103000.0,1,13,0,1,2,852,0,0,43,0.0,3,1
10000,10000,10000.0,0,11.99,332.1,2,10,11061,3,4,51000.0,1,5,0,2,3,301,9,0,490,0.0,4,0
6800,6800,6800.0,0,9.75,218.62,1,7,11674,1,4,50000.0,0,5,0,1,2,775,4,0,242,1.0,8,1
17000,17000,17000.0,1,13.99,395.48,2,12,13248,10,1,78000.0,1,9,0,2,3,245,26,1,83,0.0,33,0
1800,1800,1800.0,0,8.24,56.61,1,5,14672,11,3,21364.0,0,14,0,3,6,484,22,0,430,0.0,7,1
12000,12000,12000.0,1,16.02,291.95,2,14,7891,1,3,65000.0,0,10,0,3,6,642,35,0,486,0.0,14,1
7000,7000,7000.0,0,13.67,238.13,2,12,4823,4,1,39000.0,1,0,0,3,6,0,18,0,234,0.0,10,0
13000,13000,13000.0,1,18.25,331.89,3,17,9996,5,4,31000.0,0,0,0,2,3,785,4,0,90,0.0,15,0
8600,8600,8600.0,0,14.46,295.86,2,13,7876,0,4,23920.0,2,13,0,2,3,804,4,0,43,0.0,4,1
9600,9600,9600.0,0,11.49,316.53,1,9,11928,1,4,69664.0,0,19,0,1,2,791,4,0,335,1.0,7,0
12000,12000,12000.0,1,6.49,234.74,0,1,11928,1,3,41000.0,1,13,0,5,7,636,35,0,127,0.0,9,0
6600,6600,6600.0,0,7.59,205.58,0,2,8447,5,4,70000.0,2,19,0,2,3,83,33,0,341,0.0,9,0
10000,10000,10000.0,0,11.49,329.72,1,9,14321,8,1,110000.0,1,18,0,2,3,769,4,1,329,1.0,17,0
18000,18000,18000.0,0,19.99,668.86,3,18,12960,2,4,120000.0,1,1,0,2,3,182,19,0,537,1.0,18,1
5000,5000,5000.0,0,9.44,160.03,1,5,6537,5,4,40000.0,0,3,0,11,11,645,42,0,176,0.0,11,0
15000,15000,15000.0,1,30.17,486.87,5,27,11928,8,1,46000.0,1,20,0,2,3,361,16,1,582,0.0,11,1
5000,5000,5000.0,0,8.39,157.59,1,5,7648,10,4,46000.0,2,15,0,1,2,298,9,0,82,1.0,3,0
6600,6600,6600.0,0,12.99,222.35,2,11,10928,2,4,45000.0,1,15,0,2,3,1,18,0,442,0.0,25,0
24000,24000,24000.0,0,8.24,754.74,1,5,4855,5,1,126500.0,0,1,0,8,10,654,42,0,228,0.0,14,1
6000,6000,6000.0,0,14.46,206.41,2,13,14672,11,1,45000.0,2,15,0,1,2,147,37,0,337,0.0,9,0
12000,12000,12000.0,1,15.99,291.76,2,14,1290,10,4,120000.0,1,6,0,2,3,653,42,0,276,1.0,19,0
22000,22000,22000.0,1,11.47,483.51,1,9,12362,4,4,110000.0,1,0,0,2,12,787,4,0,478,1.0,15,0
3000,3000,3000.0,0,9.16,95.63,1,6,10060,0,1,50000.0,1,0,0,8,10,200,44,2,538,0.0,5,0
25000,25000,25000.0,0,13.49,848.27,2,11,7757,2,4,75000.0,0,6,0,2,3,645,42,1,184,0.0,12,1
10000,10000,10000.0,0,7.97,313.23,0,4,5857,10,1,33999.0,2,10,0,2,3,736,3,0,291,0.0,15,1
5000,5000,5000.0,0,8.24,157.24,1,5,333,8,1,32000.0,0,1,0,2,3,170,37,2,91,1.0,10,1
8000,8000,8000.0,0,12.79,268.75,2,10,752,3,4,30000.0,1,9,0,1,2,728,43,0,581,0.0,7,0
24000,24000,24000.0,0,7.89,750.86,0,4,8211,1,1,67000.0,0,5,0,2,3,250,26,0,571,0.0,12,1
3000,3000,3000.0,0,10.99,98.21,1,8,1268,10,4,43000.0,2,2,0,2,3,404,34,0,188,2.0,10,0
4975,4975,4975.0,0,18.99,182.34,3,18,14071,1,1,350000.0,1,0,0,0,1,817,4,3,367,0.0,7,0
14000,14000,14000.0,1,12.74,316.69,2,10,422,5,4,58000.0,0,16,0,1,2,832,36,0,89,0.0,15,0
33025,33025,33025.0,0,14.99,1144.67,2,13,10857,9,1,100000.0,0,1,0,2,3,685,42,0,531,2.0,10,1
20000,20000,20000.0,1,16.29,489.45,3,15,387,3,3,75000.0,0,5,0,1,2,357,10,0,365,0.0,32,1
32000,32000,32000.0,1,13.99,744.42,2,12,2326,0,1,92000.0,2,14,0,2,3,420,14,0,533,0.0,28,1
4000,4000,4000.0,0,11.44,131.79,1,8,14221,0,1,26000.0,1,1,0,2,3,653,42,1,287,0.0,9,0
16000,16000,16000.0,0,6.99,493.97,0,1,10522,5,1,130000.0,0,6,0,5,7,178,7,0,163,0.0,15,0
30750,30750,30750.0,0,16.99,1096.17,3,15,7198,5,1,61500.0,2,6,0,2,3,313,1,0,485,0.0,12,1
30000,30000,30000.0,0,13.99,1025.19,2,12,8905,4,4,93500.0,2,9,0,0,1,836,46,0,484,1.0,20,0
16925,16925,16925.0,1,14.49,398.13,2,13,7759,2,4,86000.0,0,18,0,1,2,757,32,0,582,0.0,10,0
12000,12000,12000.0,0,8.24,377.37,1,5,13914,1,1,100000.0,0,8,0,2,3,552,23,2,121,0.0,16,1
35000,35000,35000.0,1,21.18,950.42,4,22,14512,1,1,45000.0,2,13,0,2,3,663,42,1,326,0.0,21,0
8400,8400,8400.0,0,11.39,276.56,1,7,523,8,1,55000.0,1,14,0,3,6,300,9,0,390,0.0,7,0
35000,35000,35000.0,0,10.91,1144.37,1,8,6919,9,1,140000.0,1,10,0,1,2,624,2,0,89,0.0,10,1
15000,15000,15000.0,1,14.49,352.85,2,13,13485,10,4,50000.0,1,11,0,2,3,723,12,0,134,0.0,9,1
5000,5000,5000.0,0,12.62,167.56,2,10,6489,3,1,45500.0,1,3,0,2,3,237,26,0,193,0.0,7,1
18450,18450,18450.0,0,14.49,634.98,2,13,13342,1,4,38442.0,1,2,0,1,2,51,6,0,182,0.0,12,0
17000,17000,17000.0,0,10.42,551.91,1,7,200,1,4,86000.0,0,10,0,2,3,296,9,0,582,0.0,14,1
10400,10400,10400.0,1,21.49,284.23,3,19,14672,11,1,66306.0,2,9,0,2,3,569,15,0,62,0.0,14,0
8000,8000,8000.0,0,15.99,281.22,2,14,9991,2,4,72000.0,2,14,0,2,3,293,9,0,191,1.0,11,0
5000,5000,5000.0,0,9.16,159.38,1,6,14672,11,3,30000.0,2,13,0,2,12,305,9,0,93,1.0,3,1
30000,30000,30000.0,1,17.99,761.64,3,16,14672,11,1,22000.0,2,4,0,2,3,144,37,2,37,0.0,7,1
15000,15000,15000.0,0,5.32,451.73,0,0,9499,10,1,63000.0,0,5,0,2,3,569,15,0,485,0.0,23,0
30000,30000,30000.0,1,9.44,629.18,1,5,11258,0,1,185000.0,2,12,0,3,6,179,44,0,89,1.0,17,0
40000,40000,40000.0,0,7.24,1239.48,0,2,11141,4,1,164000.0,2,16,0,2,3,422,14,0,577,0.0,9,1
20000,20000,20000.0,0,5.32,602.3,0,0,222,9,1,95000.0,0,2,0,1,2,168,37,0,486,0.0,12,1
9300,9300,9300.0,0,11.44,306.42,1,8,758,0,4,52000.0,2,14,0,2,3,384,34,0,535,0.0,17,0
40000,40000,40000.0,1,18.99,1037.41,3,18,4050,2,1,174000.0,2,13,0,2,3,265,10,0,140,1.0,17,0
14400,14400,14400.0,1,18.06,366.14,3,16,7869,9,4,70000.0,2,3,0,2,3,815,4,0,237,0.0,14,1
35000,35000,35000.0,1,16.29,856.54,3,15,4396,7,1,156680.0,1,13,0,2,3,295,9,1,433,1.0,15,1
35000,35000,35000.0,1,9.75,739.35,1,7,12658,1,1,198000.0,1,15,0,3,6,788,4,0,337,0.0,23,0
15000,15000,15000.0,0,12.62,502.67,2,10,631,1,3,67000.0,0,3,0,3,6,753,31,0,339,0.0,6,1
32000,32000,32000.0,0,7.97,1002.33,0,4,9940,10,1,68000.0,1,3,0,2,3,434,21,0,582,0.0,7,1
11200,11200,11200.0,1,12.74,253.35,2,10,3513,5,4,49372.0,0,6,0,2,3,37,20,0,582,0.0,9,1
5000,5000,5000.0,0,10.99,163.67,1,8,13295,4,3,28000.0,1,9,0,2,3,415,14,0,98,3.0,14,1
3600,3600,3600.0,0,11.49,118.7,1,9,55,1,1,50000.0,0,14,0,3,6,83,33,0,223,0.0,18,0
18000,18000,18000.0,1,10.49,386.81,1,7,3720,3,4,47500.0,0,2,0,2,3,835,46,0,238,0.0,9,0
4800,4800,4800.0,0,18.99,175.93,3,17,7640,1,1,50000.0,1,4,0,8,10,442,21,0,137,1.0,15,1
10800,10800,10800.0,1,19.99,286.08,4,20,1921,1,3,61000.0,1,0,0,3,6,59,30,0,239,1.0,9,0
18900,18900,18900.0,0,17.99,683.19,3,16,10533,8,3,43000.0,2,11,0,2,3,474,22,0,585,0.0,7,0
9000,9000,9000.0,0,14.08,307.95,2,12,10625,0,1,90000.0,1,16,0,1,2,330,41,0,184,0.0,4,0
8000,8000,8000.0,0,7.35,248.3,0,3,9515,0,1,84000.0,2,3,0,6,8,787,4,0,92,0.0,12,1
8000,8000,8000.0,0,14.46,275.22,2,13,4078,2,4,70000.0,1,15,0,8,10,727,43,0,289,0.0,16,0
10200,10200,10200.0,1,13.99,237.29,2,12,241,10,4,47000.0,2,6,0,2,3,448,21,0,586,0.0,14,1
9800,9800,9800.0,0,5.32,295.13,0,0,5540,1,1,106000.0,0,10,0,3,6,187,19,0,579,0.0,12,0
10000,10000,10000.0,0,7.35,310.38,0,3,8732,10,4,74000.0,0,10,0,2,3,692,5,0,38,2.0,14,0
33000,33000,33000.0,1,16.02,802.85,2,14,12658,1,1,175000.0,1,16,0,3,6,811,4,0,136,0.0,7,0
10000,10000,10000.0,0,7.59,311.48,0,2,14672,11,1,80000.0,0,9,0,2,3,514,13,0,53,0.0,12,0
16000,16000,16000.0,0,13.99,546.77,2,12,7891,1,1,125000.0,1,1,0,0,1,808,4,4,226,0.0,10,1
35000,35000,35000.0,1,14.99,832.47,2,13,4894,2,1,153450.0,1,4,0,2,3,698,5,0,584,0.0,9,0
15000,15000,15000.0,0,8.99,476.93,1,5,9989,6,1,120000.0,1,2,0,1,2,268,10,0,570,0.0,14,1
5325,5325,5325.0,0,14.99,184.57,2,13,8440,2,1,49500.0,2,17,0,2,3,205,44,4,291,1.0,15,0
6025,6025,6025.0,0,9.75,193.71,1,7,9206,1,1,80000.0,2,5,0,6,8,470,47,0,82,1.0,13,1
3000,3000,3000.0,0,12.62,100.54,2,10,8533,1,4,30000.0,2,20,0,8,10,815,4,0,289,0.0,7,1
7000,7000,7000.0,0,7.97,219.26,0,4,3632,6,1,63000.0,2,3,0,2,3,159,37,0,389,1.0,10,1
21000,21000,21000.0,0,5.32,632.42,0,0,12332,6,1,150000.0,0,5,0,2,3,446,21,0,114,0.0,29,1
8000,8000,8000.0,0,11.47,263.7,1,9,2677,1,1,60000.0,1,5,0,2,3,75,30,0,337,1.0,6,0
9500,9500,9500.0,0,7.35,294.86,0,3,7239,1,1,58500.0,0,10,0,1,2,635,35,0,86,0.0,8,1
3025,3025,3025.0,0,10.42,98.21,1,7,3256,1,1,145000.0,1,3,0,8,10,265,10,2,532,2.0,11,0
13000,13000,13000.0,1,8.24,265.09,1,5,7749,0,4,60000.0,1,4,0,1,2,241,26,0,444,0.0,9,1
5000,5000,5000.0,0,7.07,154.55,0,1,2845,0,4,48000.0,0,3,0,2,3,692,5,0,567,0.0,8,1
10000,10000,10000.0,0,11.49,329.72,1,9,10288,1,1,73000.0,1,19,0,1,2,817,4,0,533,0.0,17,0
6000,6000,6000.0,0,5.32,180.69,0,0,11928,3,4,80000.0,0,6,0,1,2,60,30,0,536,0.0,11,0
29000,29000,29000.0,1,16.29,709.7,3,15,14672,11,1,91200.0,0,5,0,2,3,94,33,0,373,0.0,14,0
10000,10000,10000.0,0,8.24,314.48,1,5,7240,1,1,80000.0,1,17,0,2,3,125,33,0,332,0.0,17,0
32000,32000,32000.0,1,22.39,890.92,4,20,12860,2,4,83200.0,2,19,0,5,7,257,39,0,291,0.0,11,1
4000,4000,4000.0,0,12.99,134.76,2,11,6362,1,4,80000.0,0,15,0,11,11,523,13,0,75,1.0,8,0
12000,12000,12000.0,0,5.32,361.38,0,0,9198,5,1,60000.0,0,6,0,2,3,590,28,0,232,0.0,13,1
35000,35000,35000.0,1,16.29,856.54,3,15,8466,3,1,200000.0,2,13,0,2,3,96,33,0,378,3.0,7,0
15000,15000,15000.0,0,15.99,527.29,2,14,4685,6,1,30000.0,1,1,0,3,6,414,14,0,484,0.0,14,1
18000,18000,18000.0,0,7.89,563.15,0,4,11807,8,1,78000.0,1,5,0,2,12,237,26,0,435,0.0,22,0
15000,15000,15000.0,0,23.99,588.42,4,21,5395,0,4,47000.0,2,8,0,2,3,237,26,0,389,0.0,28,1
6000,6000,6000.0,0,22.74,231.45,4,20,3574,7,1,175467.0,1,1,0,2,3,84,33,0,282,0.0,8,1
30000,30000,30000.0,1,15.59,723.03,2,14,2081,5,1,60000.0,2,11,0,2,3,674,42,0,488,0.0,15,1
18000,18000,18000.0,1,7.97,364.72,0,4,2578,8,1,126000.0,0,10,0,3,6,353,24,0,182,0.0,3,1
5000,5000,5000.0,0,12.74,167.85,2,10,6299,9,3,58000.0,0,14,0,2,3,602,17,0,432,0.0,8,0
13000,13000,13000.0,1,21.45,355.0,3,19,26,7,1,108000.0,0,12,0,2,3,768,4,0,282,2.0,13,0
18225,18225,18225.0,0,14.85,630.44,2,14,10005,1,4,100000.0,1,7,0,4,5,835,46,0,538,0.0,7,1
10000,10000,10000.0,1,13.67,230.98,2,12,5357,7,1,27000.0,1,11,0,1,12,111,33,0,535,0.0,21,0
16000,16000,16000.0,1,12.99,363.97,2,11,6486,1,4,91000.0,1,15,0,1,2,267,10,0,337,3.0,8,1
3500,3500,3500.0,0,11.99,116.24,2,10,7848,2,1,36000.0,1,11,0,0,1,328,1,0,147,0.0,7,1
20400,20400,20400.0,1,11.47,448.35,1,9,13404,5,1,60000.0,0,11,0,3,6,678,42,0,532,1.0,15,1
2400,2400,2400.0,0,14.46,82.57,2,13,91,10,4,38000.0,1,0,0,2,3,545,23,0,247,0.0,11,0
17475,17475,17475.0,0,19.03,640.83,3,17,7641,4,4,38000.0,2,10,0,8,10,299,9,0,532,0.0,26,1
3850,3850,3850.0,0,10.42,124.99,1,7,623,1,1,42000.0,0,10,0,3,6,297,9,0,223,0.0,7,0
16000,16000,16000.0,0,10.42,519.44,1,7,14672,11,3,90000.0,0,12,0,2,3,178,7,4,468,1.0,17,0
10000,10000,10000.0,0,11.99,332.1,2,10,14672,11,1,34152.0,2,13,0,6,8,812,4,0,484,3.0,14,1
22000,22000,22000.0,1,11.39,482.63,1,7,8173,1,1,130000.0,1,16,0,2,3,838,46,0,141,0.0,19,1
35000,35000,35000.0,0,26.24,1414.66,4,24,12878,8,1,80000.0,2,16,0,2,3,668,42,0,586,1.0,7,0
12075,12075,12075.0,0,8.24,379.73,1,5,5778,2,4,63000.0,0,8,0,2,3,840,46,1,87,0.0,32,1
25000,25000,24750.0,0,10.49,812.45,1,7,13398,5,4,50000.0,0,2,0,1,2,90,33,0,389,0.0,7,0
20000,20000,20000.0,0,13.99,683.46,2,12,5827,7,4,95000.0,1,18,0,1,2,520,13,0,536,0.0,13,0
30000,30000,30000.0,0,9.75,964.5,1,7,12658,1,4,215000.0,1,13,0,2,3,296,9,3,133,0.0,6,1
21000,21000,21000.0,0,11.49,692.4,1,9,9953,2,1,240000.0,2,4,0,1,2,515,13,1,216,2.0,20,1
5000,5000,5000.0,0,13.49,169.66,2,11,4672,10,4,45000.0,2,9,0,2,3,83,33,0,542,0.0,10,1
15000,15000,15000.0,0,7.21,464.6,0,2,9394,1,4,120000.0,0,10,0,2,3,445,21,2,21,0.0,11,0
14000,14000,14000.0,1,11.44,307.48,1,8,11636,1,3,100000.0,0,16,0,2,3,319,1,1,328,0.0,9,1
7375,7375,7375.0,0,12.79,247.75,2,10,14672,11,4,20500.0,2,19,0,2,3,186,19,0,139,1.0,7,1
26000,26000,26000.0,1,10.75,562.07,1,8,10414,2,1,84000.0,1,11,0,2,3,26,29,2,528,2.0,18,1
20000,20000,20000.0,0,9.75,643.0,1,7,8547,1,4,150000.0,0,13,0,2,3,839,46,0,575,3.0,8,1
38400,38400,38400.0,1,12.62,866.27,2,10,6897,7,4,178500.0,1,20,0,1,2,196,44,0,241,0.0,11,0
20000,20000,20000.0,1,10.75,432.36,1,8,14672,11,4,57000.0,1,13,0,2,12,96,33,0,577,0.0,6,0
18000,18000,18000.0,1,29.99,582.26,5,27,8447,3,1,79000.0,0,14,0,2,3,111,33,0,571,0.0,12,1
24000,24000,24000.0,0,7.89,750.86,0,4,11402,2,1,108000.0,2,0,0,2,3,518,13,0,77,0.0,18,1
3500,3500,3500.0,0,14.99,121.32,2,13,14672,11,4,15516.0,0,1,0,2,3,287,9,0,241,0.0,6,0
5000,5000,5000.0,0,12.74,167.85,2,10,3904,1,4,62000.0,2,1,0,2,3,788,4,0,40,0.0,11,1
13000,13000,13000.0,0,18.06,470.38,3,16,7891,6,4,140000.0,0,12,0,5,7,278,10,1,234,0.0,13,1
35000,35000,35000.0,0,15.31,1218.61,2,14,9422,1,1,129000.0,2,15,0,2,3,691,42,0,383,0.0,35,1
10000,10000,10000.0,0,11.99,332.1,1,9,14672,11,1,90000.0,1,20,0,1,2,755,31,4,181,0.0,19,1
10000,10000,10000.0,0,11.44,329.48,1,8,14344,2,1,86800.0,2,16,0,3,6,302,9,2,426,1.0,17,1
25000,25000,25000.0,0,5.32,752.87,0,0,620,1,1,190000.0,0,3,0,2,3,194,44,0,84,0.0,10,1
16000,16000,16000.0,1,10.49,343.83,1,7,14672,11,1,45000.0,0,2,0,2,3,303,9,0,294,0.0,9,1
11500,11500,11500.0,0,23.88,450.46,4,21,5416,7,4,43618.0,1,20,0,2,3,783,4,0,181,0.0,7,0
28000,28000,28000.0,1,16.99,695.73,3,15,7622,10,4,68245.0,0,8,0,2,3,93,33,0,529,0.0,17,1
7200,7200,7200.0,0,20.99,271.23,4,20,8826,1,1,80000.0,2,11,0,8,10,626,35,0,337,2.0,15,0
4000,4000,4000.0,0,10.91,130.79,1,8,2060,1,1,43000.0,2,3,0,2,3,736,3,0,540,1.0,16,1
20000,20000,20000.0,0,14.46,688.03,2,13,14672,11,3,47000.0,2,15,0,8,10,83,33,1,91,0.0,5,0
30075,30075,30075.0,1,12.99,684.15,2,11,3196,1,1,68000.0,1,13,0,10,0,740,3,0,93,1.0,10,1
10000,10000,10000.0,0,11.44,329.48,1,8,12535,4,4,190000.0,0,6,0,2,3,453,47,0,486,0.0,8,1
10000,10000,10000.0,0,13.99,341.73,2,12,8428,5,1,70000.0,2,4,0,2,3,758,32,0,224,0.0,6,1
3600,3600,3600.0,0,11.99,119.56,1,9,6618,1,1,125000.0,1,3,0,3,6,355,24,0,239,0.0,10,0
10000,10000,10000.0,0,15.05,346.9,2,13,5489,1,1,75500.0,1,10,0,3,6,643,42,0,82,1.0,13,1
6000,6000,6000.0,0,14.49,206.5,2,13,684,9,4,49500.0,1,2,0,2,3,240,26,0,585,0.0,14,1
24000,24000,24000.0,0,8.39,756.4,1,5,8533,1,1,70000.0,1,13,0,2,3,386,34,3,532,1.0,13,0
2350,2350,2350.0,0,11.49,77.49,1,9,2584,5,4,43000.0,2,4,0,0,1,121,33,0,192,0.0,6,0
9950,9950,9950.0,0,16.29,351.24,3,15,8435,5,1,63000.0,1,0,0,2,3,69,30,0,568,0.0,9,0
3000,3000,3000.0,0,11.39,98.78,1,7,12788,3,4,25000.0,1,14,0,2,3,514,13,0,545,0.0,7,1
8000,8000,8000.0,0,5.32,240.92,0,0,5985,1,3,34000.0,0,7,0,2,3,321,1,0,172,0.0,16,1
3025,3025,3025.0,0,11.99,100.46,1,9,11928,1,4,52000.0,0,12,0,6,8,268,10,0,482,1.0,9,0
15000,15000,15000.0,0,9.8,482.61,1,7,9059,10,4,60000.0,1,7,0,2,3,190,19,0,144,0.0,6,0
4900,4900,4900.0,0,10.49,159.24,1,6,885,0,4,56000.0,1,14,0,2,3,775,4,0,34,0.0,10,1
6000,6000,6000.0,0,12.79,201.56,2,10,5310,1,4,24000.0,2,18,0,2,3,91,33,0,283,0.0,5,0
15000,15000,15000.0,1,14.46,352.62,2,13,6767,10,4,129800.0,0,11,0,1,2,643,42,1,491,1.0,7,0
